,Timestamp,Data
192,1128090.2316204302,[-55.]
193,1128090.2392936987,[-55.]
194,1128090.2469669671,[-55.]
195,1128090.2546402356,[-55.]
196,1128090.262313504,[-58.]
197,1128090.2699867724,[-55.]
198,1128090.2776600409,[-50.]
199,1128090.2853333093,[-50.]
200,1128090.2930065778,[-46.]
201,1128090.3006798462,[-38.]
202,1128090.3083531146,[-38.]
203,1128090.316026383,[-41.]
204,1128090.3236996515,[-38.]
205,1128090.33137292,[-36.]
206,1128090.3390461884,[-41.]
207,1128090.3467194568,[-46.]
208,1128090.3543927253,[-46.]
209,1128090.3620659937,[-43.]
210,1128090.3697392622,[-43.]
211,1128090.3774125306,[-46.]
212,1128090.385085799,[-48.]
213,1128090.3927590675,[-48.]
214,1128090.400432336,[-43.]
215,1128090.4081056044,[-41.]
216,1128090.4157788728,[-38.]
217,1128090.4234521412,[-41.]
218,1128090.4311254097,[-41.]
219,1128090.438798678,[-41.]
220,1128090.4464719465,[-41.]
221,1128090.454145215,[-38.]
222,1128090.4618184834,[-38.]
223,1128090.4694917519,[-38.]
224,1128090.4771650203,[-41.]
225,1128090.4848382887,[-46.]
226,1128090.4925115572,[-55.]
227,1128090.5001848256,[-70.]
228,1128090.507858094,[-70.]
229,1128090.5155313625,[-60.]
230,1128090.523204631,[-65.]
231,1128090.5308778994,[-75.]
232,1128090.5385511678,[-75.]
233,1128090.5462244363,[-67.]
234,1128090.5538977047,[-62.]
235,1128090.5615709731,[-58.]
236,1128090.5692442416,[-53.]
237,1128090.57691751,[-48.]
238,1128090.5845907785,[-48.]
239,1128090.592264047,[-50.]
240,1128090.5999373153,[-50.]
241,1128090.6076105838,[-46.]
242,1128090.6152838522,[-46.]
243,1128090.6229571206,[-41.]
244,1128090.630630389,[-26.]
245,1128090.6383036575,[-16.]
246,1128090.645976926,[-26.]
247,1128090.6536501944,[-36.]
248,1128090.6613234628,[-36.]
249,1128090.6689967313,[-36.]
250,1128090.6766699997,[-38.]
251,1128090.6843432682,[-29.]
252,1128090.6920165366,[-19.]
253,1128090.699689805,[-21.]
254,1128090.7073630735,[-24.]
255,1128090.715036342,[19.]
256,1128090.7227096104,[135.]
257,1128090.7303828788,[292.]
258,1128090.7380561472,[276.]
259,1128090.7457294157,[-79.]
260,1128090.7534026841,[-368.]
261,1128090.7610759526,[-210.]
262,1128090.768749221,[-2.]
263,1128090.7764224894,[-24.]
264,1128090.7840957579,[-46.]
265,1128090.7917690263,[-7.]
266,1128090.7994422948,[-9.]
267,1128090.8071155632,[-21.]
268,1128090.8147888316,[-2.]
269,1128090.8224621003,[4.]
270,1128090.8301353687,[-2.]
271,1128090.8378086372,[-4.]
272,1128090.8454819056,[-4.]
273,1128090.853155174,[-7.]
274,1128090.8608284425,[-4.]
275,1128090.868501711,[4.]
276,1128090.8761749794,[4.]
277,1128090.8838482478,[2.]
278,1128090.8915215163,[12.]
279,1128090.8991947847,[19.]
280,1128090.9068680531,[21.]
281,1128090.9145413216,[29.]
282,1128090.92221459,[33.]
283,1128090.9298878585,[31.]
284,1128090.937561127,[33.]
285,1128090.9452343953,[43.]
286,1128090.9529076638,[53.]
287,1128090.9605809322,[55.]
288,1128090.9682542006,[58.]
289,1128090.975927469,[60.]
290,1128090.9836007375,[60.]
291,1128090.991274006,[60.]
292,1128090.9989472744,[58.]
293,1128091.0066205428,[46.]
294,1128091.0142938113,[31.]
295,1128091.0219670797,[21.]
296,1128091.0296403482,[-9.]
297,1128091.0373136166,[-50.]
298,1128091.044986885,[-65.]
299,1128091.0526601535,[-60.]
300,1128091.060333422,[-70.]
301,1128091.0680066904,[-79.]
302,1128091.0756799588,[-79.]
303,1128091.0833532272,[-82.]
304,1128091.0910264957,[-84.]
305,1128091.098699764,[-82.]
306,1128091.1063730326,[-75.]
307,1128091.114046301,[-75.]
308,1128091.1217195694,[-75.]
309,1128091.1293928379,[-72.]
310,1128091.1370661063,[-67.]
311,1128091.1447393748,[-62.]
312,1128091.1524126432,[-58.]
313,1128091.1600859116,[-53.]
314,1128091.16775918,[-53.]
315,1128091.1754324485,[-48.]
316,1128091.183105717,[-38.]
317,1128091.1907789854,[-38.]
318,1128091.1984522538,[-38.]
319,1128091.2061255223,[-38.]
320,1128091.2137987907,[-46.]
321,1128091.2214720591,[-50.]
322,1128091.2291453276,[-46.]
323,1128091.236818596,[-43.]
324,1128091.2444918645,[-43.]
325,1128091.252165133,[-53.]
326,1128091.2598384013,[-58.]
327,1128091.2675116698,[-50.]
328,1128091.2751849382,[-48.]
329,1128091.2828582067,[-50.]
330,1128091.290531475,[-48.]
331,1128091.2982047435,[-50.]
332,1128091.305878012,[-55.]
333,1128091.3135512804,[-50.]
334,1128091.3212245489,[-48.]
335,1128091.3288978173,[-50.]
336,1128091.3365710857,[-50.]
337,1128091.3442443542,[-48.]
338,1128091.3519176226,[-53.]
339,1128091.359590891,[-48.]
340,1128091.3672641595,[-46.]
341,1128091.374937428,[-53.]
342,1128091.3826106964,[-50.]
343,1128091.3902839648,[-46.]
344,1128091.3979572332,[-50.]
345,1128091.4056305017,[-50.]
346,1128091.4133037701,[-46.]
347,1128091.4209770386,[-41.]
348,1128091.428650307,[-38.]
349,1128091.4363235754,[-24.]
350,1128091.4439968439,[-14.]
351,1128091.4516701123,[-19.]
352,1128091.4593433808,[-29.]
353,1128091.4670166492,[-29.]
354,1128091.4746899176,[-31.]
355,1128091.482363186,[-36.]
356,1128091.4900364545,[-36.]
357,1128091.497709723,[-33.]
358,1128091.5053829914,[-26.]
359,1128091.5130562598,[-16.]
360,1128091.5207295283,[4.]
361,1128091.5284027967,[89.]
362,1128091.5360760652,[254.]
363,1128091.5437493336,[343.]
364,1128091.551422602,[92.]
365,1128091.5590958705,[-302.]
366,1128091.566769139,[-312.]
367,1128091.5744424073,[-70.]
368,1128091.5821156758,[-21.]
369,1128091.5897889442,[-70.]
370,1128091.5974622127,[-41.]
371,1128091.605135481,[-19.]
372,1128091.6128087495,[-41.]
373,1128091.620482018,[-55.]
374,1128091.6281552864,[-53.]
375,1128091.6358285549,[-48.]
376,1128091.6435018233,[-48.]
377,1128091.651175092,[-41.]
378,1128091.6588483604,[-31.]
379,1128091.6665216289,[-33.]
380,1128091.6741948973,[-29.]
381,1128091.6818681657,[-19.]
382,1128091.6895414342,[-21.]
383,1128091.6972147026,[-19.]
384,1128091.704887971,[-7.]
385,1128091.7125612395,[0.]
386,1128091.720234508,[-2.]
387,1128091.7279077764,[0.]
388,1128091.7355810448,[12.]
389,1128091.7432543132,[19.]
390,1128091.7509275817,[21.]
391,1128091.7586008501,[31.]
392,1128091.7662741186,[41.]
393,1128091.773947387,[48.]
394,1128091.7816206554,[55.]
395,1128091.7892939239,[60.]
396,1128091.7969671923,[58.]
397,1128091.8046404608,[50.]
398,1128091.8123137292,[38.]
399,1128091.8199869976,[24.]
400,1128091.827660266,[14.]
401,1128091.8353335345,[0.]
402,1128091.843006803,[-21.]
403,1128091.8506800714,[-36.]
404,1128091.8583533398,[-41.]
405,1128091.8660266083,[-43.]
406,1128091.8736998767,[-55.]
407,1128091.8813731452,[-60.]
408,1128091.8890464136,[-60.]
409,1128091.896719682,[-60.]
410,1128091.9043929505,[-65.]
411,1128091.912066219,[-65.]
412,1128091.9197394873,[-60.]
413,1128091.9274127558,[-55.]
414,1128091.9350860242,[-50.]
415,1128091.9427592927,[-50.]
416,1128091.950432561,[-50.]
417,1128091.9581058295,[-48.]
418,1128091.965779098,[-38.]
419,1128091.9734523664,[-31.]
420,1128091.9811256349,[-31.]
421,1128091.9887989033,[-29.]
422,1128091.9964721717,[-24.]
423,1128092.0041454402,[-24.]
424,1128092.0118187086,[-24.]
425,1128092.019491977,[-19.]
426,1128092.0271652455,[-19.]
427,1128092.034838514,[-26.]
428,1128092.0425117824,[-36.]
429,1128092.0501850508,[-33.]
430,1128092.0578583193,[-29.]
431,1128092.0655315877,[-31.]
432,1128092.0732048561,[-38.]
433,1128092.0808781246,[-41.]
434,1128092.088551393,[-43.]
435,1128092.0962246615,[-43.]
436,1128092.10389793,[-43.]
437,1128092.1115711983,[-48.]
438,1128092.1192444668,[-50.]
439,1128092.1269177352,[-48.]
440,1128092.1345910036,[-46.]
441,1128092.142264272,[-46.]
442,1128092.1499375405,[-43.]
443,1128092.157610809,[-43.]
444,1128092.1652840774,[-43.]
445,1128092.1729573458,[-43.]
446,1128092.1806306143,[-46.]
447,1128092.1883038827,[-46.]
448,1128092.1959771512,[-50.]
449,1128092.2036504196,[-70.]
450,1128092.211323688,[-79.]
451,1128092.2189969565,[-58.]
452,1128092.226670225,[-36.]
453,1128092.2343434934,[-43.]
454,1128092.2420167618,[-58.]
455,1128092.2496900302,[-60.]
456,1128092.2573632987,[-60.]
457,1128092.265036567,[-58.]
458,1128092.2727098356,[-55.]
459,1128092.280383104,[-50.]
460,1128092.2880563724,[-43.]
461,1128092.2957296409,[-36.]
462,1128092.3034029093,[-21.]
463,1128092.3110761777,[50.]
464,1128092.3187494462,[196.]
465,1128092.3264227146,[307.]
466,1128092.334095983,[142.]
467,1128092.3417692515,[-251.]
468,1128092.34944252,[-355.]
469,1128092.3571157884,[-123.]
470,1128092.3647890568,[-21.]
471,1128092.3724623253,[-65.]
472,1128092.3801355937,[-43.]
473,1128092.3878088621,[-14.]
474,1128092.3954821306,[-31.]
475,1128092.403155399,[-29.]
476,1128092.4108286675,[-9.]
477,1128092.418501936,[-12.]
478,1128092.4261752043,[-19.]
479,1128092.4338484728,[-12.]
480,1128092.4415217412,[-4.]
481,1128092.4491950097,[-7.]
482,1128092.456868278,[-4.]
483,1128092.4645415465,[4.]
484,1128092.472214815,[2.]
485,1128092.4798880836,[0.]
486,1128092.487561352,[9.]
487,1128092.4952346205,[19.]
488,1128092.502907889,[19.]
489,1128092.5105811574,[21.]
490,1128092.5182544258,[29.]
491,1128092.5259276943,[33.]
492,1128092.5336009627,[41.]
493,1128092.5412742312,[43.]
494,1128092.5489474996,[43.]
495,1128092.556620768,[43.]
496,1128092.5642940365,[53.]
497,1128092.571967305,[58.]
498,1128092.5796405734,[53.]
499,1128092.5873138418,[48.]
500,1128092.5949871102,[43.]
501,1128092.6026603787,[38.]
502,1128092.610333647,[26.]
503,1128092.6180069156,[12.]
504,1128092.625680184,[-4.]
505,1128092.6333534524,[-19.]
506,1128092.6410267209,[-31.]
507,1128092.6486999893,[-41.]
508,1128092.6563732577,[-50.]
509,1128092.6640465262,[-53.]
510,1128092.6717197946,[-53.]
511,1128092.679393063,[-53.]
512,1128092.6870663315,[-50.]
513,1128092.6947396,[-53.]
514,1128092.7024128684,[-53.]
515,1128092.7100861368,[-50.]
516,1128092.7177594053,[-48.]
517,1128092.7254326737,[-43.]
518,1128092.7331059421,[-43.]
519,1128092.7407792106,[-55.]
520,1128092.748452479,[-70.]
521,1128092.7561257475,[-65.]
522,1128092.763799016,[-58.]
523,1128092.7714722843,[-58.]
524,1128092.7791455528,[-60.]
525,1128092.7868188212,[-58.]
526,1128092.7944920897,[-55.]
527,1128092.802165358,[-55.]
528,1128092.8098386265,[-60.]
529,1128092.817511895,[-58.]
530,1128092.8251851634,[-58.]
531,1128092.8328584319,[-60.]
532,1128092.8405317003,[-55.]
533,1128092.8482049687,[-53.]
534,1128092.8558782372,[-55.]
535,1128092.8635515056,[-55.]
536,1128092.871224774,[-55.]
537,1128092.8788980425,[-55.]
538,1128092.886571311,[-55.]
539,1128092.8942445794,[-55.]
540,1128092.9019178478,[-53.]
541,1128092.9095911162,[-46.]
542,1128092.9172643847,[-48.]
543,1128092.9249376531,[-53.]
544,1128092.9326109216,[-53.]
545,1128092.94028419,[-53.]
546,1128092.9479574584,[-55.]
547,1128092.9556307269,[-55.]
548,1128092.9633039953,[-55.]
549,1128092.9709772638,[-55.]
550,1128092.9786505322,[-55.]
551,1128092.9863238006,[-53.]
552,1128092.993997069,[-53.]
553,1128093.0016703375,[-55.]
554,1128093.009343606,[-60.]
555,1128093.0170168744,[-55.]
556,1128093.0246901428,[-48.]
557,1128093.0323634113,[-38.]
558,1128093.0400366797,[-26.]
559,1128093.0477099482,[-33.]
560,1128093.0553832166,[-53.]
561,1128093.063056485,[-55.]
562,1128093.0707297535,[-50.]
563,1128093.078403022,[-53.]
564,1128093.0860762903,[-53.]
565,1128093.0937495588,[-46.]
566,1128093.1014228272,[-41.]
567,1128093.1090960957,[-38.]
568,1128093.116769364,[-21.]
569,1128093.1244426325,[48.]
570,1128093.132115901,[198.]
571,1128093.1397891694,[317.]
572,1128093.1474624379,[145.]
573,1128093.1551357063,[-266.]
574,1128093.1628089747,[-363.]
575,1128093.1704822432,[-108.]
576,1128093.1781555116,[-7.]
577,1128093.18582878,[-65.]
578,1128093.1935020485,[-50.]
579,1128093.201175317,[-19.]
580,1128093.2088485854,[-33.]
581,1128093.2165218538,[-31.]
582,1128093.2241951223,[-16.]
583,1128093.2318683907,[-19.]
584,1128093.2395416591,[-21.]
585,1128093.2472149276,[-12.]
586,1128093.254888196,[-9.]
587,1128093.2625614644,[-12.]
588,1128093.270234733,[-7.]
589,1128093.2779080013,[-7.]
590,1128093.2855812698,[-4.]
591,1128093.2932545382,[-2.]
592,1128093.3009278069,[-2.]
593,1128093.3086010753,[0.]
594,1128093.3162743438,[4.]
595,1128093.3239476122,[-4.]
596,1128093.3316208806,[-16.]
597,1128093.339294149,[-12.]
598,1128093.3469674175,[2.]
599,1128093.354640686,[9.]
600,1128093.3623139544,[16.]
601,1128093.3699872228,[24.]
602,1128093.3776604913,[24.]
603,1128093.3853337597,[26.]
604,1128093.3930070281,[31.]
605,1128093.4006802966,[29.]
606,1128093.408353565,[24.]
607,1128093.4160268335,[16.]
608,1128093.423700102,[9.]
609,1128093.4313733703,[-4.]
610,1128093.4390466388,[-16.]
611,1128093.4467199072,[-29.]
612,1128093.4543931757,[-38.]
613,1128093.462066444,[-48.]
614,1128093.4697397125,[-55.]
615,1128093.477412981,[-58.]
616,1128093.4850862494,[-60.]
617,1128093.4927595179,[-60.]
618,1128093.5004327863,[-60.]
619,1128093.5081060547,[-58.]
620,1128093.5157793232,[-58.]
621,1128093.5234525916,[-55.]
622,1128093.53112586,[-53.]
623,1128093.5387991285,[-53.]
624,1128093.546472397,[-55.]
625,1128093.5541456654,[-58.]
626,1128093.5618189338,[-58.]
627,1128093.5694922023,[-50.]
628,1128093.5771654707,[-46.]
629,1128093.5848387391,[-43.]
630,1128093.5925120076,[-38.]
631,1128093.600185276,[-43.]
632,1128093.6078585444,[-50.]
633,1128093.615531813,[-43.]
634,1128093.6232050813,[-33.]
635,1128093.6308783498,[-36.]
636,1128093.6385516182,[-41.]
637,1128093.6462248866,[-41.]
638,1128093.653898155,[-38.]
639,1128093.6615714235,[-38.]
640,1128093.669244692,[-38.]
641,1128093.6769179604,[-41.]
642,1128093.6845912288,[-38.]
643,1128093.6922644973,[-38.]
644,1128093.6999377657,[-36.]
645,1128093.7076110342,[-36.]
646,1128093.7152843026,[-33.]
647,1128093.722957571,[-33.]
648,1128093.7306308395,[-36.]
649,1128093.738304108,[-33.]
650,1128093.7459773764,[-33.]
651,1128093.7536506448,[-33.]
652,1128093.7613239132,[-36.]
653,1128093.7689971817,[-38.]
654,1128093.77667045,[-38.]
655,1128093.7843437186,[-43.]
656,1128093.792016987,[-50.]
657,1128093.7996902554,[-53.]
658,1128093.8073635239,[-48.]
659,1128093.8150367923,[-46.]
660,1128093.8227100607,[-48.]
661,1128093.8303833292,[-50.]
662,1128093.8380565976,[-55.]
663,1128093.845729866,[-55.]
664,1128093.8534031345,[-50.]
665,1128093.861076403,[-53.]
666,1128093.8687496714,[-60.]
667,1128093.8764229398,[-55.]
668,1128093.8840962083,[-53.]
669,1128093.8917694767,[-65.]
670,1128093.8994427451,[-65.]
671,1128093.9071160136,[-62.]
672,1128093.914789282,[-62.]
673,1128093.9224625505,[-62.]
674,1128093.930135819,[-55.]
675,1128093.9378090873,[-48.]
676,1128093.9454823558,[-43.]
677,1128093.9531556242,[-24.]
678,1128093.9608288927,[67.]
679,1128093.968502161,[230.]
680,1128093.9761754295,[305.]
681,1128093.983848698,[50.]
682,1128093.9915219664,[-341.]
683,1128093.9991952349,[-329.]
684,1128094.0068685033,[-62.]
685,1128094.0145417717,[-16.]
686,1128094.0222150402,[-72.]
687,1128094.0298883086,[-36.]
688,1128094.037561577,[-16.]
689,1128094.0452348455,[-38.]
690,1128094.052908114,[-33.]
691,1128094.0605813824,[-26.]
692,1128094.0682546508,[-33.]
693,1128094.0759279192,[-26.]
694,1128094.0836011877,[-19.]
695,1128094.0912744561,[-21.]
696,1128094.0989477246,[-19.]
697,1128094.106620993,[-16.]
698,1128094.1142942614,[-14.]
699,1128094.1219675299,[-9.]
700,1128094.1296407986,[-4.]
701,1128094.137314067,[-2.]
702,1128094.1449873354,[0.]
703,1128094.1526606039,[4.]
704,1128094.1603338723,[7.]
705,1128094.1680071407,[14.]
706,1128094.1756804092,[19.]
707,1128094.1833536776,[26.]
708,1128094.191026946,[33.]
709,1128094.1987002145,[41.]
710,1128094.206373483,[46.]
711,1128094.2140467514,[48.]
712,1128094.2217200198,[50.]
713,1128094.2293932883,[46.]
714,1128094.2370665567,[43.]
715,1128094.2447398251,[38.]
716,1128094.2524130936,[31.]
717,1128094.260086362,[19.]
718,1128094.2677596305,[9.]
719,1128094.275432899,[-4.]
720,1128094.2831061673,[-19.]
721,1128094.2907794358,[-29.]
722,1128094.2984527042,[-36.]
723,1128094.3061259727,[-41.]
724,1128094.313799241,[-48.]
725,1128094.3214725095,[-50.]
726,1128094.329145778,[-48.]
727,1128094.3368190464,[-50.]
728,1128094.3444923148,[-50.]
729,1128094.3521655833,[-48.]
730,1128094.3598388517,[-43.]
731,1128094.3675121202,[-43.]
732,1128094.3751853886,[-38.]
733,1128094.382858657,[-36.]
734,1128094.3905319255,[-36.]
735,1128094.398205194,[-41.]
736,1128094.4058784624,[-53.]
737,1128094.4135517308,[-62.]
738,1128094.4212249992,[-55.]
739,1128094.4288982677,[-50.]
740,1128094.4365715361,[-53.]
741,1128094.4442448046,[-55.]
742,1128094.451918073,[-55.]
743,1128094.4595913414,[-55.]
744,1128094.4672646099,[-50.]
745,1128094.4749378783,[-50.]
746,1128094.4826111468,[-55.]
747,1128094.4902844152,[-55.]
748,1128094.4979576836,[-55.]
749,1128094.505630952,[-55.]
750,1128094.5133042205,[-53.]
751,1128094.520977489,[-50.]
752,1128094.5286507574,[-58.]
753,1128094.5363240258,[-62.]
754,1128094.5439972943,[-58.]
755,1128094.5516705627,[-53.]
756,1128094.5593438311,[-55.]
757,1128094.5670170996,[-62.]
758,1128094.574690368,[-60.]
759,1128094.5823636365,[-53.]
760,1128094.590036905,[-48.]
761,1128094.5977101733,[-48.]
762,1128094.6053834418,[-46.]
763,1128094.6130567102,[-48.]
764,1128094.6207299787,[-48.]
765,1128094.628403247,[-46.]
766,1128094.6360765155,[-48.]
767,1128094.643749784,[-53.]
768,1128094.6514230524,[-58.]
769,1128094.6590963209,[-53.]
770,1128094.6667695893,[-48.]
771,1128094.6744428577,[-50.]
772,1128094.6821161262,[-50.]
773,1128094.6897893946,[-48.]
774,1128094.697462663,[-48.]
775,1128094.7051359315,[-48.]
776,1128094.7128092,[-46.]
777,1128094.7204824684,[-48.]
778,1128094.7281557368,[-36.]
779,1128094.7358290053,[-19.]
780,1128094.7435022737,[-24.]
781,1128094.7511755421,[-38.]
782,1128094.7588488106,[-38.]
783,1128094.766522079,[-38.]
784,1128094.7741953474,[-48.]
785,1128094.781868616,[-46.]
786,1128094.7895418843,[-36.]
787,1128094.7972151528,[-36.]
788,1128094.8048884212,[-36.]
789,1128094.8125616896,[-19.]
790,1128094.820234958,[55.]
791,1128094.8279082265,[208.]
792,1128094.835581495,[329.]
793,1128094.8432547634,[150.]
794,1128094.8509280318,[-263.]
795,1128094.8586013003,[-363.]
796,1128094.8662745687,[-108.]
797,1128094.8739478372,[2.]
798,1128094.8816211056,[-53.]
799,1128094.889294374,[-36.]
800,1128094.8969676425,[-2.]
801,1128094.904640911,[-24.]
802,1128094.9123141794,[-29.]
803,1128094.9199874478,[-9.]
804,1128094.9276607162,[-4.]
805,1128094.9353339847,[-14.]
806,1128094.943007253,[-29.]
807,1128094.9506805218,[-41.]
808,1128094.9583537902,[-36.]
809,1128094.9660270587,[-29.]
810,1128094.973700327,[-26.]
811,1128094.9813735955,[-21.]
812,1128094.989046864,[-21.]
813,1128094.9967201324,[-24.]
814,1128095.0043934009,[-14.]
815,1128095.0120666693,[-4.]
816,1128095.0197399377,[-4.]
817,1128095.0274132062,[-4.]
818,1128095.0350864746,[0.]
819,1128095.042759743,[9.]
820,1128095.0504330115,[12.]
821,1128095.05810628,[16.]
822,1128095.0657795484,[24.]
823,1128095.0734528168,[24.]
824,1128095.0811260852,[24.]
825,1128095.0887993537,[29.]
826,1128095.0964726221,[29.]
827,1128095.1041458906,[19.]
828,1128095.111819159,[12.]
829,1128095.1194924274,[0.]
830,1128095.127165696,[-16.]
831,1128095.1348389643,[-29.]
832,1128095.1425122328,[-36.]
833,1128095.1501855012,[-43.]
834,1128095.1578587696,[-50.]
835,1128095.165532038,[-55.]
836,1128095.1732053065,[-58.]
837,1128095.180878575,[-60.]
838,1128095.1885518434,[-65.]
839,1128095.1962251118,[-62.]
840,1128095.2038983803,[-62.]
841,1128095.2115716487,[-62.]
