thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteFour.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteFour.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1694722753.8973584,194045.046,0.04392339999321848,1694722753.941358,194045.093,0.07251969998469576,0.07251969998469576,0.07251969998469576,72.00550840000506,84.00565569999162,131.00568740000017,142.00834800000302,150.0057872000034,154.00572529999772,1753.2944225000101,1753.1643395999854,None,,,,,P002,004,2023-09-14_16h18.52.922,routeFourExP,2023.2.1,59.96940361466594,2023-09-14 16h19.13.940358 -0400,
,,,,,,,,,,,,,,,,,,,1694724507.1808414,195798.328,1694724507.1808414,195798.328,,,,,,,,
