thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteFour.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteFour.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1695327946.8839734,176616.343,0.04122990000178106,1695327946.9247668,176616.375,0.059512500010896474,0.059512500010896474,0.059512500010896474,72.00945610000053,84.00943020000705,131.00946260002092,142.00955250000698,150.0095568000106,154.009641200013,1753.2794186000247,1753.1482268000254,None,,,,,003,004,2023-09-21_16h25.32.398,routeFourExP,2023.2.1,60.00420029107645,2023-09-21 16h25.46.924766 -0400,
,,,,,,,,,,,,,,,,,,,1695329700.144273,178369.609,1695329700.144273,178369.609,,,,,,,,
