thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteFour.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteFour.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1696254580.5800097,587943.64,0.03771249996498227,1696254580.6179867,587943.687,0.06562399992253631,0.06562399992253631,0.06562399992253631,72.0154800999444,84.01437530003022,131.01437420002185,142.01460989995394,150.01457010000013,154.0146196000278,1753.302350700018,1753.165326599963,None,,,,,P004,004,2023-10-02_09h49.24.851,routeFourExP,2023.2.1,59.982461148433885,2023-10-02 09h49.40.617986 -0400,
,,,,,,,,,,,,,,,,,,,1696256333.867786,589696.937,1696256333.867786,589696.937,,,,,,,,
