thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteFour.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteFour.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1697728312.8124316,759920.921,0.04403230000752956,1697728312.8564317,759920.968,0.05655239999759942,0.05655239999759942,0.05655239999759942,72.00796329998411,84.02714030002244,131.00658749998547,142.00668450002559,150.00676220003515,154.00668610003777,1753.267671699985,1753.148025500006,None,,,,,P007,004,2023-10-19_11h10.47.725,routeFourExP,2023.2.1,59.99865600590229,2023-10-19 11h11.52.856431 -0400,
,,,,,,,,,,,,,,,,,,,1697730066.0820918,761674.187,1697730066.0820918,761674.187,,,,,,,,
