thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteFour.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteFour.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1696425088.9717522,758453.25,0.039778699981980026,1696425089.0107694,758453.296,0.07411809999030083,0.07411809999030083,0.07411809999030083,72.00626209995244,84.00615879998077,131.0061793999048,142.0061829999322,150.00628309999593,154.00627699994948,1753.290543399984,1753.1671817000024,None,,,,,P001,004,2023-10-04_09h11.16.088,routeFourExP,2023.2.1,60.0116542541896,2023-10-04 09h11.29.010769 -0400,
,,,,,,,,,,,,,,,,,,,1696426842.2516408,760206.546,1696426842.2516408,760206.546,,,,,,,,
