thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteOne.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteOne.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1694113728.2521615,11940.984,0.04768350000085775,1694113728.300161,11941.031,0.0883217999999033,0.0883217999999033,0.0883217999999033,72.00494140000046,84.00510530000065,131.0050250000004,142.00567330000013,150.0105027999998,154.02156880000075,2007.3030916999996,2007.1828487000002,None,,,,,P002,001,2023-09-07_15h08.33.026,routeOneExP,2023.2.1,60.294902367509515,2023-09-07 15h08.48.300160 -0400,
,,,,,,,,,,,,,,,,,,,1694115735.5575168,13948.281,1694115735.5575168,13948.281,,,,,,,,
