thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteOne.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteOne.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1696344694.0797215,678058.046,0.041619100025855005,1696344694.1217053,678058.078,0.0564354999223724,0.0564354999223724,0.0564354999223724,72.00801509991288,84.02556699991692,131.00724750000518,142.00719239993487,150.007075099973,154.00707809999585,2007.2874428000068,2007.1655892999843,None,,,,,P007,001,2023-10-03_10h51.03.774,routeOneExP,2023.2.1,59.944383582171554,2023-10-03 10h51.34.121705 -0400,
,,,,,,,,,,,,,,,,,,,1696346701.3680105,680065.328,1696346701.3680105,680065.328,,,,,,,,
