thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteOne.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteOne.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1695401974.6431975,250645.343,0.04490020000957884,1695401974.6880772,250645.39,0.06642160000046715,0.06642160000046715,0.06642160000046715,72.01475140001276,84.01511100001517,131.01485880001565,142.01486680001835,150.01495189999696,154.01503190002404,2007.286512999999,2007.166764900001,None,,,,,P004,001,2023-09-22_12h59.17.538,routeOneExP,2023.2.1,59.65590474301638,2023-09-22 12h59.34.688077 -0400,
,,,,,,,,,,,,,,,,,,,1695403981.9334927,252652.625,1695403981.9334927,252652.625,,,,,,,,
