thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteOne.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteOne.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1696532946.169572,866310.687,0.04363719990942627,1696532946.2135725,866310.734,0.06132089998573065,0.06132089998573065,0.06132089998573065,72.009530399926,84.00957459991332,131.0097403000109,142.0098116999725,150.009907700005,154.01005399995483,2007.2850781999296,2007.165244099917,None,,,,,P008,001,2023-10-05_15h08.55.083,routeOneExP,2023.2.1,59.99163717193894,2023-10-05 15h09.06.213572 -0400,
,,,,,,,,,,,,,,,,,,,1696534953.458279,868317.968,1696534953.458279,868317.968,,,,,,,,
