thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteOne.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteOne.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1694532332.2281554,3620.953,0.04538159999992786,1694532332.2734382,3621.0,0.06294500000012704,0.06294500000012704,0.06294500000012704,72.01310779999994,84.01897230000031,131.0134138000003,142.01349280000022,150.01341270000012,154.01358320000008,2007.2859066,2007.1660456,None,,,,,P003,001,2023-09-12_11h25.21.794,routeOneExP,2023.2.1,59.89978765537618,2023-09-12 11h25.32.273438 -0400,
,,,,,,,,,,,,,,,,,,,1694534339.527282,5628.234,1694534339.527282,5628.234,,,,,,,,
