thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteOne.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteOne.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1696271511.154264,604874.203,0.03825980005785823,1696271511.1922638,604874.234,0.058967200107872486,0.058967200107872486,0.058967200107872486,72.0092632001033,84.00933260004967,131.00953050004318,142.0093302000314,150.0093778000446,154.00946120009758,2007.2837648000568,2007.1654646000825,None,,,,,P005,001,2023-10-02_14h30.41.832,routeOneExP,2023.2.1,59.998980037511906,2023-10-02 14h31.51.192264 -0400,
,,,,,,,,,,,,,,,,,,,1696273518.4371347,606881.484,1696273518.4371347,606881.484,,,,,,,,
