thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteThree.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteThree.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1697206662.7317827,238264.39,0.04284310000366531,1697206662.7747824,238264.437,0.059885599999688566,0.059885599999688566,0.059885599999688566,72.00924410001608,84.02392199999304,131.00779589999001,142.00718129999586,150.00809590000426,154.00832930000615,1727.291696100001,1727.1654435000091,None,,,,,P008,003,2023-10-13_10h17.25.125,routeThreeExP,2023.2.1,60.27625814124625,2023-10-13 10h17.42.774782 -0400,
,,,,,,,,,,,,,,,,,,,1697208390.0227935,239991.671,1697208390.0227935,239991.671,,,,,,,,
