thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteThree.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteThree.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1696617949.3683882,951314.156,0.049554600031115115,1696617949.4173946,951314.203,0.08425930002704263,0.08425930002704263,0.08425930002704263,72.00200480001513,84.01754570007324,131.0009415000677,142.0029210000066,150.0010516999755,154.00106889999006,1727.3049034000142,1727.1843677000143,None,,,,,P006,003,2023-10-06_14h45.29.713,routeThreeExP,2023.2.1,59.985879328216754,2023-10-06 14h45.49.417394 -0400,
,,,,,,,,,,,,,,,,,,,1696619676.6729367,953041.468,1696619676.6729367,953041.468,,,,,,,,
