thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteThree.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteThree.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1697037350.1580358,68949.578,0.04230529999767896,1697037350.200036,68949.625,0.07038869999814779,0.07038869999814779,0.07038869999814779,72.01646739999705,84.01566429999366,131.0156019999995,142.01739290000114,150.01556939999864,154.0155778999906,1727.316835199992,1727.1808071999985,None,,,,,P007,003,2023-10-11_11h13.09.999,routeThreeExP,2023.2.1,59.9901616136566,2023-10-11 11h15.50.200036 -0400,
,,,,,,,,,,,,,,,,,,,1697039077.4647918,70676.875,1697039077.4647918,70676.875,,,,,,,,
