thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteThree.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1694620031.1320918,91321.89,0.047640400007367134,1694620031.180092,91321.953,0.07310890000371728,0.07310890000371728,0.07310890000371728,72.00662340001145,84.0066869000002,131.0065825000056,142.00665630000003,150.00674670000444,154.00673380000808,,,,,,,,
