Timestamp;Data
884764.534980355;124
884764.542658389;118
884764.550336424;106
884764.558014458;60
884764.565692493;30
884764.573370527;27
884764.581048562;12
884764.588726596;22
884764.596404631;68
884764.604082665;98
884764.6117607;108
884764.619438734;113
884764.627116769;121
884764.634794803;129
884764.642472837;129
884764.650150872;98
884764.657828906;35
884764.665506941;32
884764.673184975;75
884764.68086301;108
884764.688541044;149
884764.696219079;187
884764.703897113;205
884764.711575148;207
884764.719253182;197
884764.726931217;187
884764.734609251;182
884764.742287285;182
884764.74996532;174
884764.757643354;161
884764.765321389;151
884764.772999423;149
884764.780677458;151
884764.788355492;144
884764.796033527;141
884764.803711561;177
884764.811389596;184
884764.81906763;121
884764.826745665;121
884764.834423699;187
884764.842101734;184
884764.849779768;149
884764.857457802;159
884764.865135837;174
884764.872813871;177
884764.880491906;187
884764.88816994;187
884764.895847975;182
884764.903526009;179
884764.911204044;182
884764.918882078;189
884764.926560113;194
884764.934238147;184
884764.941916182;169
884764.949594216;172
884764.95727225;172
884764.964950285;161
884764.972628319;161
884764.980306354;156
884764.987984388;146
884764.995662423;144
884765.003340457;146
884765.011018492;144
884765.018696526;136
884765.026374561;136
884765.034052595;141
884765.04173063;146
884765.049408664;146
884765.057086699;141
884765.064764733;139
884765.072442768;141
884765.080120802;139
884765.087798836;134
884765.095476871;136
884765.103154905;149
884765.11083294;156
884765.118510974;144
884765.126189009;108
884765.133867043;75
884765.141545078;86
884765.149223112;116
884765.156901146;131
884765.164579181;136
884765.172257215;141
884765.17993525;144
884765.187613285;146
884765.195291319;144
884765.202969353;149
884765.210647388;159
884765.218325422;154
884765.226003457;159
884765.233681491;187
884765.241359526;83
884765.24903756;323
884765.256715595;807
884765.264393629;893
884765.272071664;331
884765.279749698;323
884765.287427732;321
884765.295105767;98
884765.302783801;189
884765.310461836;240
884765.31813987;146
884765.325817905;139
884765.333495939;161
884765.341173974;126
884765.348852008;111
884765.356530043;113
884765.364208077;88
884765.371886112;68
884765.379564146;58
884765.387242181;35
884765.394920215;12
884765.40259825;5
884765.410276284;22
884765.417954318;53
884765.425632353;93
884765.433310387;118
884765.440988422;146
884765.448666456;172
884765.456344491;172
884765.464022525;156
884765.47170056;129
884765.479378594;83
884765.487056629;37
884765.494734663;17
884765.502412698;88
884765.510090732;139
884765.517768766;174
884765.525446801;212
884765.533124835;225
884765.54080287;210
884765.548480904;202
884765.556158939;197
884765.563836973;187
884765.571515008;177
884765.579193042;167
884765.586871077;154
884765.594549111;144
884765.602227146;141
884765.60990518;141
884765.617583214;144
884765.625261249;141
884765.632939283;136
884765.640617318;139
884765.648295352;146
884765.655973387;151
884765.663651421;151
884765.671329456;146
884765.67900749;141
884765.686685525;141
884765.694363559;139
884765.702041594;141
884765.709719628;146
884765.717397663;151
884765.725075697;146
884765.732753731;136
884765.740431766;131
884765.7481098;129
884765.755787835;118
884765.763465869;116
884765.771143904;116
884765.778821938;111
884765.786499973;106
884765.794178007;101
884765.801856042;98
884765.809534076;98
884765.817212111;103
884765.824890145;103
884765.83256818;101
884765.840246214;93
884765.847924249;80
884765.855602283;73
884765.863280317;80
884765.870958352;83
884765.878636386;70
884765.886314421;55
884765.893992455;37
884765.90167049;35
884765.909348524;48
884765.917026559;65
884765.924704593;78
884765.932382627;88
884765.940060662;96
884765.947738696;101
884765.955416731;98
884765.963094766;80
884765.9707728;65
884765.978450834;68
884765.986128869;73
884765.993806903;73
884766.001484938;80
884766.009162972;7
884766.016841007;326
884766.024519041;802
884766.032197076;999
884766.03987511;574
884766.047553145;141
884766.055231179;296
884766.062909213;43
884766.070587248;80
884766.078265282;192
884766.085943317;118
884766.093621351;93
884766.101299386;131
884766.10897742;108
884766.116655455;78
884766.124333489;83
884766.132011524;75
884766.139689558;55
884766.147367593;48
884766.155045627;32
884766.162723662;2
884766.170401696;20
884766.17807973;45
884766.185757765;80
884766.193435799;116
884766.201113834;144
884766.208791868;167
884766.216469903;172
884766.224147937;164
884766.231825972;154
884766.239504006;126
884766.247182041;91
884766.254860075;48
884766.26253811;17
884766.270216144;83
884766.277894178;126
884766.285572213;161
884766.293250247;192
884766.300928282;205
884766.308606316;205
884766.316284351;197
884766.323962385;182
884766.33164042;169
884766.339318454;161
884766.346996489;159
884766.354674523;161
884766.362352558;154
884766.370030592;129
884766.377708626;118
884766.385386661;134
884766.393064695;146
884766.40074273;146
884766.408420764;144
884766.416098799;146
884766.423776833;146
884766.431454868;144
884766.439132902;146
884766.446810937;149
884766.454488971;144
884766.462167006;139
884766.46984504;141
884766.477523075;144
884766.485201109;149
884766.492879144;141
884766.500557178;134
884766.508235212;139
884766.515913247;139
884766.523591281;129
884766.531269316;129
884766.53894735;124
884766.546625385;113
884766.554303419;126
884766.561981454;134
884766.569659488;124
884766.577337522;129
884766.585015557;134
884766.592693592;121
884766.600371626;111
884766.608049661;86
884766.615727695;53
884766.62340573;58
884766.631083764;88
884766.638761798;103
884766.646439833;101
884766.654117867;101
884766.661795902;103
884766.669473936;96
884766.677151971;78
884766.684830005;73
884766.69250804;78
884766.700186074;65
884766.707864108;50
884766.715542143;68
884766.723220177;96
884766.730898212;12
884766.738576246;323
884766.746254281;769
884766.753932315;916
884766.76161035;425
884766.769288384;250
884766.776966419;283
884766.784644453;37
884766.792322488;118
884766.800000522;189
884766.807678557;98
884766.815356591;93
884766.823034625;118
884766.83071266;88
884766.838390694;73
884766.846068729;80
884766.853746763;70
884766.861424798;55
884766.869102832;50
884766.876780867;27
884766.884458901;2
884766.892136936;12
884766.89981497;43
884766.907493005;88
884766.915171039;134
884766.922849074;182
884766.930527108;222
884766.938205142;240
884766.945883177;245
884766.953561211;242
884766.961239246;212
884766.96891728;159
884766.976595315;96
884766.984273349;22
884766.991951384;50
884766.999629418;103
884767.007307453;139
884767.014985487;156
884767.022663522;161
884767.030341556;167
884767.03801959;174
884767.045697625;164
884767.053375659;151
884767.061053694;149
884767.068731728;144
884767.076409763;136
884767.084087797;131
884767.091765832;134
884767.099443866;134
884767.107121901;129
884767.114799935;131
884767.12247797;134
884767.130156004;144
884767.137834039;169
884767.145512073;182
884767.153190107;169
884767.160868142;159
884767.168546176;154
884767.176224211;149
884767.183902245;159
884767.19158028;164
884767.199258314;159
884767.206936349;154
884767.214614383;149
884767.222292418;141
884767.229970452;144
884767.237648487;141
884767.245326521;126
884767.253004556;118
884767.26068259;111
884767.268360625;83
884767.276038659;63
884767.283716693;80
884767.291394728;113
884767.299072762;121
884767.306750797;111
884767.314428831;111
884767.322106866;108
884767.3297849;101
884767.337462935;93
884767.345140969;93
884767.352819003;91
884767.360497038;88
884767.368175073;86
884767.375853107;103
884767.383531142;134
884767.391209176;37
884767.39888721;291
884767.406565245;690
884767.414243279;804
884767.421921314;321
884767.429599348;291
884767.437277383;275
884767.444955417;53
884767.452633452;144
884767.460311486;199
884767.46798952;116
884767.475667555;106
884767.483345589;124
884767.491023624;98
884767.498701658;83
884767.506379693;83
884767.514057727;60
884767.521735762;25
884767.529413796;5
884767.537091831;10
884767.544769865;35
884767.5524479;68
884767.560125934;98
884767.567803969;141
884767.575482003;187
884767.583160038;220
884767.590838072;235
884767.598516106;242
884767.606194141;237
884767.613872175;217
884767.62155021;177
884767.629228244;116
884767.636906279;35
884767.644584313;50
884767.652262348;113
884767.659940382;159
884767.667618417;199
884767.675296451;227
884767.682974486;235
884767.69065252;235
884767.698330554;227
884767.706008589;222
884767.713686623;217
884767.721364658;220
884767.729042692;235
884767.736720727;237
884767.744398761;217
884767.752076796;192
884767.75975483;189
884767.767432865;194
884767.775110899;187
884767.782788934;182
884767.790466968;179
884767.798145002;174
884767.805823037;167
884767.813501071;164
884767.821179106;164
884767.82885714;156
884767.836535175;139
884767.844213209;131
884767.851891244;136
884767.859569278;136
884767.867247313;139
884767.874925347;139
884767.882603382;134
884767.890281416;129
884767.897959451;126
884767.905637485;121
884767.91331552;121
884767.920993554;121
884767.928671588;106
884767.936349623;73
884767.944027657;55
884767.951705692;78
884767.959383726;111
884767.967061761;118
884767.974739795;116
884767.98241783;113
884767.990095864;108
884767.997773899;108
884768.005451933;108
884768.013129968;106
884768.020808002;108
884768.028486037;101
884768.036164071;93
884768.043842105;116
884768.05152014;126
884768.059198174;48
884768.066876209;450
884768.074554243;794
884768.082232278;685
884768.089910312;83
884768.097588347;326
884768.105266381;161
884768.112944415;53
884768.12062245;192
884768.128300485;184
884768.135978519;116
884768.143656554;134
884768.151334588;136
884768.159012622;103
884768.166690657;93
884768.174368691;83
884768.182046726;63
884768.18972476;55
884768.197402795;43
884768.205080829;25
884768.212758864;7
884768.220436898;15
884768.228114933;43
884768.235792967;70
884768.243471001;91
884768.251149036;111
884768.25882707;129
884768.266505105;126
884768.274183139;118
884768.281861174;118
884768.289539208;98
884768.297217243;45
884768.304895277;17
884768.312573312;75
884768.320251346;121
884768.327929381;154
884768.335607415;174
884768.34328545;177
884768.350963484;174
884768.358641519;174
884768.366319553;161
884768.373997587;139
884768.381675622;134
884768.389353656;134
884768.397031691;124
884768.404709725;126
884768.41238776;131
884768.420065794;129
884768.427743829;129
884768.435421863;131
884768.443099898;131
884768.450777932;136
884768.458455966;151
884768.466134001;149
884768.473812035;139
884768.48149007;144
884768.489168104;151
884768.496846139;149
884768.504524173;149
884768.512202208;154
884768.519880242;156
884768.527558277;154
884768.535236311;154
884768.542914346;154
884768.55059238;154
884768.558270415;154
884768.565948449;151
884768.573626483;151
884768.581304518;139
884768.588982552;98
884768.596660587;75
884768.604338621;103
884768.612016656;126
884768.61969469;126
884768.627372725;121
884768.635050759;113
884768.642728794;103
884768.650406828;101
884768.658084863;98
884768.665762897;98
884768.673440932;96
884768.681118966;86
884768.688797;80
884768.696475035;91
884768.704153069;106
884768.711831104;25
884768.719509138;296
884768.727187173;733
884768.734865207;893
884768.742543242;427
884768.750221276;248
884768.757899311;318
884768.765577345;78
884768.77325538;129
884768.780933414;192
884768.788611449;116
884768.796289483;121
884768.803967518;164
884768.811645552;126
884768.819323586;93
884768.827001621;101
884768.834679655;93
884768.84235769;70
884768.850035724;55
884768.857713759;32
884768.865391793;2
884768.873069828;37
884768.880747862;60
884768.888425896;78
884768.896103931;108
884768.903781966;141
884768.91146;161
884768.919138034;172
884768.926816069;167
884768.934494103;141
884768.942172138;116
884768.949850172;88
884768.957528207;37
884768.965206241;25
884768.972884276;80
884768.98056231;129
884768.988240345;164
884768.995918379;182
884769.003596414;177
884769.011274448;167
884769.018952482;164
884769.026630517;164
884769.034308551;164
884769.041986586;159
884769.04966462;151
884769.057342655;139
884769.065020689;131
884769.072698724;136
884769.080376758;136
884769.088054793;131
884769.095732827;131
884769.103410862;144
884769.111088896;156
884769.118766931;161
884769.126444965;156
884769.134123;139
884769.141801034;134
884769.149479068;139
884769.157157103;129
884769.164835137;106
884769.172513172;108
884769.180191206;118
884769.187869241;103
884769.195547275;73
884769.20322531;45
884769.210903344;53
884769.218581379;80
884769.226259413;93
884769.233937447;103
884769.241615482;121
884769.249293516;121
884769.256971551;116
884769.264649585;126
884769.27232762;131
884769.280005654;126
884769.287683689;136
884769.295361723;134
884769.303039758;121
884769.310717792;111
884769.318395827;101
884769.326073861;65
884769.333751895;124
884769.34142993;458
884769.349107964;655
884769.356785999;369
884769.364464033;212
884769.372142068;354
884769.379820102;121
884769.387498137;139
884769.395176171;242
884769.402854206;167
884769.41053224;121
884769.418210275;156
884769.425888309;141
884769.433566344;108
884769.441244378;106
884769.448922413;91
884769.456600447;55
884769.464278481;27
884769.471956516;12
884769.47963455;0
884769.487312585;20
884769.494990619;48
884769.502668654;75
884769.510346688;118
884769.518024723;156
884769.525702757;169
884769.533380792;182
884769.541058826;189
884769.548736861;167
884769.556414895;129
884769.56409293;83
884769.571770964;20
884769.579448998;60
884769.587127033;121
884769.594805067;154
884769.602483102;174
884769.610161136;189
884769.617839171;194
884769.625517205;187
884769.63319524;177
884769.640873274;167
884769.648551309;156
884769.656229343;141
884769.663907377;129
884769.671585412;121
884769.679263447;116
884769.686941481;106
884769.694619515;98
884769.70229755;106
884769.709975584;106
884769.717653619;101
884769.725331653;108
884769.733009688;116
884769.740687722;111
884769.748365757;118
884769.756043791;136
884769.763721826;141
884769.77139986;136
884769.779077895;141
884769.786755929;149
884769.794433963;131
884769.802111998;101
884769.809790032;101
884769.817468067;126
884769.825146101;146
884769.832824136;154
884769.84050217;161
884769.848180205;161
884769.855858239;151
884769.863536274;144
884769.871214308;139
884769.878892343;134
884769.886570377;126
884769.894248411;121
884769.901926446;116
884769.90960448;103
884769.917282515;83
884769.924960549;75
884769.932638584;7
884769.940316618;270
884769.947994653;592
884769.955672687;640
884769.963350722;177
884769.971028756;291
884769.978706791;192
884769.986384825;12
884769.994062859;113
884770.001740894;144
884770.009418928;83
884770.017096963;103
884770.024774997;121
884770.032453032;86
884770.040131066;80
884770.047809101;96
884770.055487135;78
884770.06316517;60
884770.070843204;58
884770.078521239;45
884770.086199273;25
884770.093877308;0
884770.101555342;32
884770.109233376;63
884770.116911411;86
884770.124589445;111
884770.13226748;131
884770.139945514;131
884770.147623549;121
884770.155301583;106
884770.162979618;75
884770.170657652;30
884770.178335687;27
884770.186013721;83
884770.193691756;121
884770.20136979;139
884770.209047825;151
884770.216725859;167
884770.224403894;172
884770.232081928;161
884770.239759962;151
884770.247437997;146
884770.255116031;139
884770.262794066;139
884770.2704721;141
884770.278150135;134
884770.285828169;129
884770.293506204;134
884770.301184238;134
884770.308862273;129
884770.316540307;126
884770.324218342;139
884770.331896376;151
884770.339574411;156
884770.347252445;156
884770.354930479;159
884770.362608514;156
884770.370286548;149
884770.377964583;146
884770.385642617;149
884770.393320652;141
884770.400998686;124
884770.408676721;121
884770.416354755;106
884770.42403279;73
884770.431710824;55
884770.439388858;70
884770.447066893;101
884770.454744927;113
884770.462422962;113
884770.470100996;118
884770.477779031;124
884770.485457065;113
884770.4931351;111
884770.500813134;121
884770.508491169;118
884770.516169203;116
884770.523847238;121
884770.531525272;111
884770.539203307;108
884770.546881341;121
884770.554559375;7
884770.56223741;389
884770.569915444;776
884770.577593479;754
884770.585271513;169
884770.592949548;349
884770.600627582;227
884770.608305617;55
884770.615983651;187
884770.623661686;199
884770.63133972;118
884770.639017755;141
884770.646695789;161
884770.654373823;126
884770.662051858;113
884770.669729892;118
884770.677407927;108
884770.685085961;93
884770.692763996;70
884770.70044203;40
884770.708120065;10
884770.715798099;15
884770.723476134;40
884770.731154168;70
884770.738832203;101
884770.746510237;124
884770.754188271;136
884770.761866306;136
884770.76954434;108
884770.777222375;70
884770.784900409;48
884770.792578444;15
884770.800256478;50
884770.807934513;103
884770.815612547;136
884770.823290582;169
884770.830968616;197
884770.838646651;210
884770.846324685;217
884770.85400272;217
884770.861680754;215
884770.869358789;217
884770.877036823;210
884770.884714857;184
884770.892392892;164
884770.900070926;159
884770.907748961;159
884770.915426995;164
884770.92310503;172
884770.930783064;167
884770.938461099;159
884770.946139133;159
884770.953817168;156
884770.961495202;156
884770.969173237;146
884770.976851271;139
884770.984529306;136
884770.99220734;131
884770.999885374;126
884771.007563409;124
884771.015241443;118
884771.022919478;111
884771.030597512;96
884771.038275547;68
884771.045953581;55
884771.053631616;91
884771.06130965;129
884771.068987685;129
884771.076665719;121
884771.084343754;126
884771.092021788;124
884771.099699823;118
884771.107377857;118
884771.115055891;111
884771.122733926;103
884771.13041196;108
884771.138089995;118
884771.145768029;113
884771.153446064;116
884771.161124098;139
884771.168802133;73
884771.176480167;253
884771.184158202;701
884771.191836236;857
884771.19951427;430
884771.207192305;205
884771.214870339;285
884771.222548374;58
884771.230226408;111
884771.237904443;184
884771.245582477;103
884771.253260512;86
884771.260938546;116
884771.268616581;98
884771.276294615;88
884771.28397265;98
884771.291650684;91
884771.299328719;65
884771.307006753;50
884771.314684788;45
884771.322362822;30
884771.330040856;7
884771.337718891;10
884771.345396925;40
884771.35307496;86
884771.360752994;103
884771.368431029;103
884771.376109063;103
884771.383787098;93
884771.391465132;83
884771.399143167;68
884771.406821201;30
884771.414499235;27
884771.42217727;78
884771.429855304;111
884771.437533339;136
884771.445211373;164
884771.452889408;177
884771.460567442;182
884771.468245477;174
884771.475923511;151
884771.483601546;129
884771.49127958;121
884771.498957615;113
884771.506635649;106
884771.514313684;101
884771.521991718;98
884771.529669752;101
884771.537347787;103
884771.545025821;108
884771.552703856;126
884771.56038189;131
884771.568059925;118
884771.575737959;131
884771.583415994;141
884771.591094028;134
884771.598772063;131
884771.606450097;149
884771.614128132;156
884771.621806166;146
884771.629484201;126
884771.637162235;116
884771.644840269;129
884771.652518304;141
884771.660196338;149
884771.667874373;146
884771.675552407;141
884771.683230442;144
884771.690908476;149
884771.698586511;141
884771.706264545;134
884771.71394258;129
884771.721620614;116
884771.729298649;113
884771.736976683;118
884771.744654718;113
884771.752332752;98
884771.760010787;98
884771.767688821;27
884771.775366855;255
884771.78304489;668
884771.790722924;870
884771.798400959;465
884771.806078993;237
884771.813757028;336
884771.821435062;58
884771.829113097;101
884771.836791131;189
884771.844469165;106
884771.8521472;93
884771.859825235;124
884771.867503269;91
884771.875181303;80
884771.882859338;91
884771.890537372;70
884771.898215407;53
884771.905893441;53
884771.913571476;30
884771.92124951;2
884771.928927545;20
884771.936605579;43
884771.944283614;78
884771.951961648;118
884771.959639683;151
884771.967317717;167
884771.974995751;169
884771.982673786;164
884771.99035182;149
884771.998029855;118
884772.005707889;75
884772.013385924;17
884772.021063958;48
884772.028741993;91
884772.036420027;113
884772.044098062;154
884772.051776096;192
884772.059454131;197
884772.067132165;187
884772.0748102;179
884772.082488234;167
884772.090166269;156
884772.097844303;149
884772.105522337;139
884772.113200372;131
884772.120878406;134
884772.128556441;139
884772.136234475;136
884772.14391251;134
884772.151590544;146
884772.159268579;159
884772.166946613;156
884772.174624647;161
884772.182302682;184
884772.189980716;192
884772.197658751;187
884772.205336785;182
884772.21301482;159
884772.220692854;134
884772.228370889;139
884772.236048923;146
884772.243726958;139
884772.251404992;139
884772.259083027;146
884772.266761061;141
884772.274439096;139
884772.28211713;141
884772.289795165;144
884772.297473199;151
884772.305151233;161
884772.312829268;159
884772.320507302;154
884772.328185337;159
884772.335863371;151
884772.343541406;136
884772.35121944;83
884772.358897475;108
884772.366575509;415
884772.374253544;561
884772.381931578;240
884772.389609613;280
884772.397287647;318
884772.404965682;93
884772.412643716;134
884772.42032175;192
884772.427999785;116
884772.435677819;101
884772.443355854;129
884772.451033888;108
884772.458711923;88
884772.466389957;83
884772.474067992;75
884772.481746026;60
884772.489424061;30
884772.497102095;7
884772.50478013;5
884772.512458164;40
884772.520136199;80
884772.527814233;103
884772.535492267;126
884772.543170302;146
884772.550848336;156
884772.558526371;167
884772.566204405;154
884772.57388244;134
884772.581560474;103
884772.589238509;48
884772.596916543;7
884772.604594578;63
884772.612272612;103
884772.619950647;129
884772.627628681;169
884772.635306715;197
884772.64298475;179
884772.650662784;156
884772.658340819;149
884772.666018853;136
884772.673696888;134
884772.681374922;126
884772.689052957;108
884772.696730991;106
884772.704409026;106
884772.71208706;103
884772.719765095;113
884772.727443129;131
884772.735121164;124
884772.742799198;103
884772.750477232;106
884772.758155267;121
884772.765833301;116
884772.773511336;108
884772.78118937;113
884772.788867405;108
884772.796545439;98
884772.804223474;108
884772.811901508;131
884772.819579543;149
884772.827257577;149
884772.834935612;146
884772.842613646;164
884772.850291681;174
884772.857969715;169
884772.865647749;174
884772.873325784;177
884772.881003818;169
884772.888681853;172
884772.896359887;179
884772.904037922;172
884772.911715956;139
884772.919393991;113
884772.927072025;80
884772.93475006;35
884772.942428094;207
884772.950106128;273
884772.957784163;45
884772.965462197;270
884772.973140232;235
884772.980818266;58
884772.988496301;83
884772.996174335;124
884773.00385237;86
884773.011530404;83
884773.019208439;96
884773.026886473;80
884773.034564508;70
884773.042242542;70
884773.049920577;70
884773.057598611;55
884773.065276645;43
884773.07295468;48
884773.080632714;32
884773.088310749;12
884773.095988783;37
884773.103666818;40
884773.111344852;63
884773.119022887;98
884773.126700921;103
884773.134378956;93
884773.14205699;83
884773.149735025;58
884773.157413059;30
884773.165091094;7
884773.172769128;63
884773.180447163;103
884773.188125197;116
884773.195803231;124
884773.203481266;131
884773.2111593;134
884773.218837335;126
884773.226515369;106
884773.234193404;88
884773.241871438;86
884773.249549473;80
884773.257227507;65
884773.264905542;70
884773.272583576;78
884773.280261611;73
884773.287939645;70
884773.295617679;78
884773.303295714;98
884773.310973748;108
884773.318651783;93
884773.326329817;88
884773.334007852;93
884773.341685886;111
884773.349363921;121
884773.357041955;101
884773.36471999;88
884773.372398024;101
884773.380076059;113
884773.387754093;124
884773.395432128;136
884773.403110162;141
884773.410788196;121
884773.418466231;111
884773.426144265;126
884773.4338223;124
884773.441500334;124
884773.449178369;121
884773.456856403;101
884773.464534438;98
884773.472212472;108
884773.479890507;91
884773.487568541;73
884773.495246576;50
884773.50292461;50
884773.510602644;207
884773.518280679;331
884773.525958713;230
884773.533636748;141
884773.541314782;285
884773.548992817;93
884773.556670851;45
884773.564348886;121
884773.57202692;96
884773.579704955;65
884773.587382989;86
884773.595061024;91
884773.602739058;73
884773.610417092;65
884773.618095127;73
884773.625773162;73
884773.633451196;60
884773.64112923;48
884773.648807265;32
884773.656485299;12
884773.664163334;15
884773.671841368;45
884773.679519403;63
884773.687197437;91
884773.694875472;129
884773.702553506;139
884773.71023154;121
884773.717909575;113
884773.725587609;96
884773.733265644;58
884773.740943678;5
884773.748621713;40
884773.756299747;65
884773.763977782;86
884773.771655816;111
884773.779333851;131
884773.787011885;136
884773.79468992;141
884773.802367954;149
884773.810045989;144
884773.817724023;129
884773.825402058;121
884773.833080092;124
884773.840758126;124
884773.848436161;118
884773.856114195;116
884773.86379223;113
884773.871470264;111
884773.879148299;116
884773.886826333;129
884773.894504368;136
884773.902182402;129
884773.909860437;124
884773.917538471;126
884773.925216506;129
884773.93289454;111
884773.940572575;86
884773.948250609;88
884773.955928643;108
884773.963606678;116
884773.971284712;111
884773.978962747;108
884773.986640781;103
884773.994318816;80
884774.00199685;70
884774.009674885;75
884774.017352919;75
884774.025030954;73
884774.032708988;73
884774.040387023;70
884774.048065057;68
884774.055743092;55
884774.063421126;35
884774.07109916;2
884774.078777195;96
884774.086455229;232
884774.094133264;318
884774.101811298;182
884774.109489333;167
884774.117167367;273
884774.124845402;93
884774.132523436;68
884774.140201471;144
884774.147879505;106
884774.155557539;73
884774.163235574;88
884774.170913608;73
884774.178591643;53
884774.186269677;58
884774.193947712;45
884774.201625746;25
884774.209303781;15
884774.216981815;7
884774.22465985;35
884774.232337884;58
884774.240015919;80
884774.247693953;108
884774.255371988;129
884774.263050022;149
884774.270728057;159
884774.278406091;156
884774.286084125;139
884774.29376216;111
884774.301440194;86
884774.309118229;45
884774.316796263;15
884774.324474298;63
884774.332152332;83
884774.339830367;106
884774.347508401;136
884774.355186436;146
884774.36286447;144
884774.370542504;151
884774.378220539;151
884774.385898573;136
884774.393576608;124
884774.401254643;124
884774.408932677;124
884774.416610711;121
884774.424288746;126
884774.43196678;134
884774.439644815;126
884774.447322849;111
884774.455000884;113
884774.462678918;118
884774.470356953;113
884774.478034987;106
884774.485713021;93
884774.493391056;80
884774.50106909;88
884774.508747125;93
884774.516425159;75
884774.524103194;50
884774.531781228;50
884774.539459263;68
884774.547137297;83
884774.554815332;93
884774.562493366;101
884774.570171401;93
884774.577849435;86
884774.58552747;91
884774.593205504;93
884774.600883539;93
884774.608561573;98
884774.616239607;103
884774.623917642;101
884774.631595676;98
884774.639273711;88
884774.646951745;75
884774.65462978;63
884774.662307814;58
884774.669985849;339
884774.677663883;569
884774.685341918;422
884774.693019952;98
884774.700697987;359
884774.708376021;154
884774.716054056;75
884774.72373209;177
884774.731410124;139
884774.739088159;86
884774.746766193;108
884774.754444228;93
884774.762122262;63
884774.769800297;65
884774.777478331;53
884774.785156366;32
884774.7928344;27
884774.800512435;22
884774.808190469;5
884774.815868504;22
884774.823546538;48
884774.831224572;68
884774.838902607;88
884774.846580641;113
884774.854258676;126
884774.86193671;126
884774.869614745;111
884774.877292779;93
884774.884970814;65
884774.892648848;20
884774.900326883;40
884774.908004917;96
884774.915682952;136
884774.923360986;172
884774.93103902;197
884774.938717055;207
884774.946395089;202
884774.954073124;194
884774.961751158;187
884774.969429193;184
884774.977107227;172
884774.984785262;151
884774.992463296;139
884775.000141331;141
884775.007819365;136
884775.0154974;134
884775.023175434;141
884775.030853469;136
884775.038531503;126
884775.046209538;126
884775.053887572;131
884775.061565606;126
884775.069243641;126
884775.076921675;131
884775.08459971;126
884775.092277744;121
884775.099955779;116
884775.107633813;93
884775.115311848;70
884775.122989882;80
884775.130667916;108
884775.138345951;126
884775.146023985;134
884775.15370202;144
884775.161380054;146
884775.169058089;144
884775.176736124;144
884775.184414158;144
884775.192092192;146
884775.199770227;149
884775.207448261;141
884775.215126296;131
884775.22280433;126
884775.230482365;126
884775.238160399;149
884775.245838434;129
884775.253516468;113
884775.261194502;566
884775.268872537;883
884775.276550571;632
884775.284228606;80
884775.29190664;399
884775.299584675;151
884775.307262709;98
884775.314940744;232
884775.322618778;179
884775.330296813;116
884775.337974847;149
884775.345652882;139
884775.353330916;98
884775.361008951;93
884775.368686985;86
884775.376365019;63
884775.384043054;40
884775.391721088;20
884775.399399123;2
884775.407077157;27
884775.414755192;53
884775.422433226;78
884775.430111261;101
884775.437789295;121
884775.44546733;129
884775.453145364;126
884775.460823399;113
884775.468501433;91
884775.476179468;60
884775.483857502;20
884775.491535536;30
884775.499213571;86
884775.506891605;126
884775.51456964;146
884775.522247674;167
884775.529925709;174
884775.537603743;164
884775.545281778;151
884775.552959812;156
884775.560637847;159
884775.568315881;139
884775.575993916;118
884775.58367195;111
884775.591349984;111
884775.599028019;106
884775.606706053;96
884775.614384088;91
884775.622062122;88
884775.629740157;88
884775.637418191;91
884775.645096226;91
884775.65277426;86
884775.660452295;88
884775.668130329;93
884775.675808364;91
884775.683486398;86
884775.691164433;93
884775.698842467;78
884775.706520501;43
884775.714198536;20
884775.72187657;32
884775.729554605;58
884775.737232639;75
884775.744910674;88
884775.752588708;101
884775.760266743;103
884775.767944777;103
884775.775622812;101
884775.783300846;93
884775.79097888;93
884775.798656915;96
884775.80633495;96
884775.814012984;96
884775.821691019;98
884775.829369053;116
884775.837047087;134
884775.844725122;20
884775.852403156;361
884775.860081191;814
884775.867759225;870
884775.87543726;278
884775.883115294;326
884775.890793329;245
884775.898471363;50
884775.906149397;182
884775.913827432;220
884775.921505466;129
884775.929183501;136
884775.936861536;156
884775.94453957;126
884775.952217604;116
884775.959895639;116
884775.967573673;96
884775.975251708;78
884775.982929742;65
884775.990607777;50
884775.998285811;37
884776.005963846;15
884776.01364188;15
884776.021319914;27
884776.028997949;45
884776.036675983;73
884776.044354018;80
884776.052032052;78
884776.059710087;75
884776.067388121;58
884776.075066156;20
884776.08274419;20
884776.090422225;73
884776.098100259;134
884776.105778294;161
884776.113456328;167
884776.121134363;172
884776.128812397;164
884776.136490432;151
884776.144168466;136
884776.1518465;113
884776.159524535;101
884776.167202569;98
884776.174880604;91
884776.182558638;86
884776.190236673;86
884776.197914707;80
884776.205592742;83
884776.213270776;98
884776.220948811;108
884776.228626845;106
884776.23630488;108
884776.243982914;121
884776.251660948;131
884776.259338983;134
884776.267017017;126
884776.274695052;111
884776.282373086;86
884776.290051121;70
884776.297729155;91
884776.30540719;118
884776.313085224;126
884776.320763259;136
884776.328441293;139
884776.336119328;126
884776.343797362;124
884776.351475396;126
884776.359153431;126
884776.366831465;129
884776.3745095;129
884776.382187534;124
884776.389865569;113
884776.397543603;103
884776.405221638;93
884776.412899672;91
884776.420577707;25
884776.428255741;237
884776.435933776;594
884776.44361181;685
884776.451289845;237
884776.458967879;285
