thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteTwo.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteTwo.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1694457664.0706432,355880.25,0.04974320001201704,1694457664.1206436,355880.296,0.08347990002948791,0.08347990002948791,0.08347990002948791,71.99983510002494,83.99987930001225,130.99984740000218,141.9998419000185,149.9997399999993,153.9997713000048,2007.2914549999987,2007.172851200041,None,,,,,002,002,2023-09-11_14h40.45.057,routeTwoExP,2023.2.1,59.983900331238054,2023-09-11 14h41.04.120643 -0400,
,,,,,,,,,,,,,,,,,,,1694459671.3713255,357887.531,1694459671.3713255,357887.531,,,,,,,,
