thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteTwo.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteTwo.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1696945873.9272704,1279243.109,0.04332490009255707,1696945873.9712708,1279243.156,0.06423880020156503,0.06423880020156503,0.06423880020156503,72.01232760003768,84.01240440015681,131.01260760007426,142.01250980002806,150.01239580009133,154.01243900018744,1800.2855494001415,1800.1639710001182,None,,,,,P008,002,2023-10-10_09h50.58.860,routeTwoExP,2023.2.1,60.02004670850101,2023-10-10 09h51.13.971271 -0400,
,,,,,,,,,,,,,,,,,,,1696947674.2121768,1281043.39,1696947674.2121768,1281043.39,,,,,,,,
