thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteTwo.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteTwo.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1694809470.1340644,280762.265,0.05134480004198849,1694809470.1850653,280762.328,0.07317240000702441,0.07317240000702441,0.07317240000702441,72.00671380001586,84.00691650004592,131.00713690003613,142.0073393000057,150.0072477000067,154.00722800003132,1800.318222800037,1800.1825907000457,None,,,,,P003,002,2023-09-15_16h24.14.661,routeTwoExP,2023.2.1,60.041777058068426,2023-09-15 16h24.30.185065 -0400,
,,,,,,,,,,,,,,,,,,,1694811270.4410033,282562.578,1694811270.4410033,282562.578,,,,,,,,
