thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteTwo.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteTwo.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1696526201.1706035,859565.703,0.0424448000267148,1696526201.2136385,859565.75,0.06248650001361966,0.06248650001361966,0.06248650001361966,72.01240929996129,84.01249530003406,131.0124718999723,142.01254649995826,150.01248979999218,154.0124821999343,1800.2893924999516,1800.1698510999558,None,,,,,P006,002,2023-10-05_13h16.24.139,routeTwoExP,2023.2.1,60.01205041367239,2023-10-05 13h16.41.213638 -0400,
,,,,,,,,,,,,,,,,,,,1696528001.4656684,861366.0,1696528001.4656684,861366.0,,,,,,,,
