thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteTwo.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteTwo.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1694449337.84598,347554.031,0.04624420002801344,1694449337.8920174,347554.078,0.0920375999994576,0.0920375999994576,0.0920375999994576,72.00806999998167,84.00808509998024,131.0077077000169,142.00769210001454,150.0077600000077,154.00773549999576,2007.3157439000206,2007.1952279999969,None,,,,,001,002,2023-09-11_12h22.00.094,routeTwoExP,2023.2.1,59.96408152089744,2023-09-11 12h22.17.892017 -0400,
,,,,,,,,,,,,,,,,,,,1694451345.1603563,349561.343,1694451345.1603563,349561.343,,,,,,,,
