thisRow.t,notes,expStart_unix,expStart_mono,trail.started,routeStart_unix,routeStart_mono,RouteTwo.started,key_resp.started,key_resp.stopped,SpanishRepeat01_noPedal.started,SpanishRepeat01_noPedal.stopped,bikebuddy_SlowRepeat01.started,bikebuddy_SlowRepeat01.stopped,bikebuddy_FastRepeat01.started,bikebuddy_FastRepeat01.stopped,RouteTwo.stopped,trail.stopped,key_resp.keys,routeEnd_unix,routeEnd_mono,expEnd_unix,expEnd_mono,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1695750256.0288522,83616.937,0.08258479999494739,1695750256.1108508,83617.015,0.11289940000278875,0.11289940000278875,0.11289940000278875,72.00197219999973,84.00189300000784,131.00207080000837,142.0020138999971,150.00200219999533,154.0022023000056,1800.3384984000004,1800.2182857000007,None,,,,,P004,002,2023-09-26_13h43.55.622,routeTwoExP,2023.2.1,59.97767630821576,2023-09-26 13h44.16.110850 -0400,
,,,,,,,,,,,,,,,,,,,1695752056.3661497,85417.265,1695752056.3661497,85417.265,,,,,,,,
